6:00 – 6:30,71
6:30 – 7:00,86
7:00 – 7:30,81
7:30 – 8:00,86
8:00 – 8:30,86
8:30 – 9:00,93
9:00 – 9:30,116
9:30 – 10:00,110
10:00 – 10:30,117
10:30 – 11:00,149
11:00 – 11:30,111
11:30 – 12:00,119
12:00 – 12:30,168
12:30 – 13:00,139
13:00 – 13:30,134
13:30 – 14:00,149
6:00 – 6:30,74
6:30 – 7:00,80
7:00 – 7:30,95
7:30 – 8:00,78
8:00 – 8:30,83
8:30 – 9:00,94
9:00 – 9:30,104
9:30 – 10:00,111
10:00 – 10:30,110
10:30 – 11:00,136
11:00 – 11:30,99
11:30 – 12:00,130
12:00 – 12:30,157
12:30 – 13:00,146
13:00 – 13:30,147
13:30 – 14:00,146
6:00 – 6:30,73
6:30 – 7:00,85
7:00 – 7:30,79
7:30 – 8:00,77
8:00 – 8:30,83
8:30 – 9:00,92
9:00 – 9:30,118
9:30 – 10:00,107
10:00 – 10:30,124
10:30 – 11:00,147
11:00 – 11:30,118
11:30 – 12:00,129
12:00 – 12:30,179
12:30 – 13:00,126
13:00 – 13:30,138
13:30 – 14:00,149
6:00 – 6:30,67
6:30 – 7:00,88
7:00 – 7:30,87
7:30 – 8:00,87
8:00 – 8:30,80
8:30 – 9:00,95
9:00 – 9:30,107
9:30 – 10:00,108
10:00 – 10:30,121
10:30 – 11:00,138
11:00 – 11:30,107
11:30 – 12:00,128
12:00 – 12:30,182
12:30 – 13:00,132
13:00 – 13:30,126
13:30 – 14:00,150
6:00 – 6:30,75
6:30 – 7:00,84
7:00 – 7:30,87
7:30 – 8:00,78
8:00 – 8:30,92
8:30 – 9:00,86
9:00 – 9:30,116
9:30 – 10:00,113
10:00 – 10:30,120
10:30 – 11:00,142
11:00 – 11:30,112
11:30 – 12:00,117
12:00 – 12:30,162
12:30 – 13:00,130
13:00 – 13:30,146
13:30 – 14:00,152
6:00 – 6:30,76
6:30 – 7:00,86
7:00 – 7:30,80
7:30 – 8:00,95
8:00 – 8:30,78
8:30 – 9:00,89
9:00 – 9:30,113
9:30 – 10:00,115
10:00 – 10:30,115
10:30 – 11:00,156
11:00 – 11:30,113
11:30 – 12:00,115
12:00 – 12:30,185
12:30 – 13:00,148
13:00 – 13:30,145
13:30 – 14:00,156
6:00 – 6:30,66
6:30 – 7:00,85
7:00 – 7:30,92
7:30 – 8:00,77
8:00 – 8:30,87
8:30 – 9:00,89
9:00 – 9:30,121
9:30 – 10:00,103
10:00 – 10:30,119
10:30 – 11:00,140
11:00 – 11:30,113
11:30 – 12:00,129
12:00 – 12:30,165
12:30 – 13:00,139
13:00 – 13:30,134
13:30 – 14:00,140
6:00 – 6:30,79
6:30 – 7:00,90
7:00 – 7:30,80
7:30 – 8:00,77
8:00 – 8:30,95
8:30 – 9:00,95
9:00 – 9:30,123
9:30 – 10:00,108
10:00 – 10:30,112
10:30 – 11:00,145
11:00 – 11:30,117
11:30 – 12:00,114
12:00 – 12:30,157
12:30 – 13:00,142
13:00 – 13:30,120
13:30 – 14:00,146
6:00 – 6:30,63
6:30 – 7:00,92
7:00 – 7:30,85
7:30 – 8:00,88
8:00 – 8:30,79
8:30 – 9:00,85
9:00 – 9:30,123
9:30 – 10:00,115
10:00 – 10:30,113
10:30 – 11:00,145
11:00 – 11:30,114
11:30 – 12:00,125
12:00 – 12:30,181
12:30 – 13:00,129
13:00 – 13:30,147
13:30 – 14:00,160
6:00 – 6:30,77
6:30 – 7:00,80
7:00 – 7:30,93
7:30 – 8:00,92
8:00 – 8:30,91
8:30 – 9:00,97
9:00 – 9:30,109
9:30 – 10:00,100
10:00 – 10:30,105
10:30 – 11:00,164
11:00 – 11:30,108
11:30 – 12:00,112
12:00 – 12:30,170
12:30 – 13:00,136
13:00 – 13:30,137
13:30 – 14:00,152
6:00 – 6:30,66
6:30 – 7:00,77
7:00 – 7:30,80
7:30 – 8:00,84
8:00 – 8:30,79
8:30 – 9:00,103
9:00 – 9:30,106
9:30 – 10:00,110
10:00 – 10:30,114
10:30 – 11:00,156
11:00 – 11:30,104
11:30 – 12:00,113
12:00 – 12:30,181
12:30 – 13:00,130
13:00 – 13:30,122
13:30 – 14:00,155
6:00 – 6:30,68
6:30 – 7:00,95
7:00 – 7:30,87
7:30 – 8:00,78
8:00 – 8:30,89
8:30 – 9:00,98
9:00 – 9:30,108
9:30 – 10:00,114
10:00 – 10:30,123
10:30 – 11:00,150
11:00 – 11:30,121
